Ref_Motion_Blur_Magnitude,Ref_Motion_Blur_Direction,Current_Motion_Blur_Magnitude,Current_Motion_Blur_Direction,SSIM_u,SSIM_v,SSIM_exx,SSIM_exy,SSIM_eyy,PSNR_u,PSNR_v,PSNR_exx,PSNR_exy,PSNR_eyy
0,0,60,60,0.21361045942194753,0.20590467256759537,0.2060336707798264,0.20607551201083207,0.20600182443727688,-0.24485552248203352,-14.310595084871666,1.7521242463183642,1.6966286932315011,1.4201061493919742
0,0,60,75,0.2138165554264483,0.2062492886268939,0.20616879692232623,0.2064331059028472,0.20635664378317517,-5.967795132309477,-14.441037315389506,-0.425121034643557,-0.21086161773267598,-5.9444578919009246
0,0,60,85,0.21365385406850176,0.20590379884456955,0.20607556314644146,0.20604834763573573,0.20599654285939403,6.62616780243341,-14.465956811923666,1.7832961709445043,1.7197327636222055,1.3219210315090781
0,0,60,90,0.21467472938923435,0.20723632487941618,0.20748553334726197,0.20743400737488887,0.20744944961711878,7.493637518639877,-14.523859403195429,1.7850877021071239,1.7328790343778389,1.4880929875246824
0,0,65,0,0.21359974950312433,0.20604413301318697,0.20604928001498465,0.20622015418245265,0.20628405332816027,-8.656757352306201,-13.823140750566477,1.6010457103392062,1.7729128653513007,1.5627413877458716
0,0,65,5,0.21360252586119235,0.20594072347468773,0.20604307910483358,0.20609551844198118,0.20607939037607004,-8.701868747493137,-13.868526235397574,1.758638985355058,1.767307291258716,1.5407352151774278
0,0,65,15,0.21366487956337335,0.20617652860622837,0.2062433504646785,0.20621876572263348,0.20621110242947135,-4.264004540191628,-14.022220255609337,1.7373396277885904,1.7211550006016951,1.4838844954780335
0,0,65,30,0.2136337828712589,0.20621598242275274,0.20631558172404688,0.20633584205558317,0.20630255187699156,-5.718886606149935,-14.150316682368839,1.7527433029627095,1.72522905910127,1.4993529114895823
0,0,65,45,0.2136006082741575,0.20589726080571855,0.20600525070206435,0.20606472636764053,0.2060071650946772,-2.270639235860581,-14.175650895986905,1.7321101831150392,1.7032631505595186,1.474939882177804
0,0,65,60,0.2136334583844898,0.20589834646600033,0.2060193809297937,0.20605004245697722,0.2060204357986641,0.0290070008799775,-14.390222810117628,1.744705679083126,1.7021234141394979,1.4734757880514544
0,0,65,75,0.21042155963113876,0.20604132909992648,0.20617659848256945,0.2061580896166985,0.2060918470573796,3.4810800801653845,-14.493077181709742,1.747076144619725,1.70146472360466,1.4747799226243883
0,0,65,85,0.21363691036068116,0.20590181574272703,0.20603010352011966,0.20603843920449202,0.20597991187389486,7.101912793628347,-14.3731432876774,1.7453522117267115,1.6952560784498991,1.4510649490214194
0,0,65,90,0.21441899900330752,0.20639795545189601,0.20693000806253872,0.20686518064407483,0.2067260717670275,7.6833135381423245,-14.671934013392942,1.7791729885722318,1.7298269048905457,1.4825124671926426
0,0,70,0,0.21333473909449677,0.20690427499393896,0.20561498635804787,0.20634415756604077,0.20706541903788483,-4.370705596084191,-13.982870632665545,0.020267576250719305,1.6793309582227343,1.4672553463213587
0,0,70,5,0.21323303201508143,0.20863603744600853,0.20747321608691435,0.20784426480886742,0.20827286984062096,-7.739859240350717,-13.84875565344087,-2.8740956035355447,1.6062365504848288,1.500372896547142
0,0,70,15,0.2136309460138903,0.2058924698210989,0.20599350082007695,0.2060081118042582,0.20599801522792724,-3.4454966749294713,-14.073283274762263,1.6551933618342267,1.6858993908921363,1.4573545322650898
0,0,70,30,0.2136517166823708,0.20589911998916785,0.20598478359690525,0.20602340544537678,0.20601922095685765,3.655552498359435,-30.37346746257517,1.3455668993942507,1.5848647919878487,1.2814890965703691
0,0,70,45,0.21359546347710973,0.20589740153738953,0.20598160991442307,0.20601239782790257,0.20597411110198738,5.461476663674292,-14.004252014654101,1.6635226479448137,1.6344390006879175,1.4043874768944233
0,0,70,60,0.21363303937044145,0.20590106727796678,0.20605448370315388,0.2060872526101785,0.20600694824572374,-1.269064199658903,-14.495107989070831,1.7554459905403161,1.7081727622277305,1.4744645716292129
0,0,70,75,0.21360504437169117,0.2059017581073603,0.20614923343159836,0.2061253118484596,0.20602820958057716,1.1306453807637487,-14.875670565811458,1.799457363847567,1.7472381391692313,1.4675594332156803
0,0,70,85,0.21369046049513812,0.20636694160133265,0.20659734356773699,0.2064343244686874,0.20650506463447105,6.739395876541612,-15.133320997757016,1.8016286352976114,1.7536365673940468,1.4605385501466364
0,0,70,90,0.21370614954491302,0.20590935194292861,0.2061899995941821,0.20616183204857294,0.20606918354923517,7.311907770107185,-14.982511457662628,1.808345561327747,1.7601190627650416,1.4970023191131747
0,0,75,0,0.2136079039050678,0.20591670227230527,0.2060248221161301,0.2060406517106649,0.20606627766549965,-6.43421831665434,-13.888494533739962,1.7612265945095644,1.721241503354818,1.5073298878661123
0,0,75,5,0.21341960325230305,0.20775281109183538,0.20662513794737056,0.20724030287199277,0.2074286080397803,-8.514833084076267,-13.850318019258667,0.10733986063795659,1.6964801503309965,1.470940564107196
0,0,75,15,0.21363386182133481,0.2059171842702728,0.2060017092787106,0.2060323997455444,0.2060269672980724,-4.725049970221697,-14.010703278516338,1.6791701476059238,1.7040690519343336,1.478464921031496
0,0,75,30,0.21368650823146781,0.20598016934100066,0.20600257778165532,0.20616255538494438,0.20616764071444352,-1.7228830525072039,-14.062608085918091,1.6666921310655347,1.59740382493506,1.3611266487658966
0,0,75,45,0.2136151874615062,0.20589835350974278,0.20597881985442512,0.20598492800515486,0.20596313194823845,-12.941319200131435,-27.203996080980914,1.661575702010014,1.605964885399256,1.400591787936899
0,0,75,60,0.21271017035071269,0.20589912144805358,0.20597341537683408,0.20597197387939759,0.20596622299799544,-3.34354787593951,-23.66219116287215,1.0871081888745902,1.0982630286775035,0.7857638354277124
0,0,75,75,0.21363229780064863,0.2059165705353828,0.20603039175932028,0.20603063156586462,0.20600638799781176,3.243016864672123,-14.56041780383342,1.7485685730443767,1.702370710440194,1.434655700717421
0,0,75,85,0.21361259141397937,0.2059222221067567,0.20617421042198406,0.20608482920778531,0.2060341071443265,6.404411200062396,-15.037872071092105,1.781311533594654,1.7281368208719685,1.4771095168003048
0,0,75,90,0.21392368454656402,0.20628902799176474,0.20635687065832387,0.2063023373330717,0.2064785384160976,7.523612421718138,-14.976403609388175,1.7779573339939494,1.7128968475690258,1.4454606181845535
0,0,80,0,0.21171916265528018,0.20539875765703938,0.20452728334931597,0.20482441133163123,0.20551047298170355,-9.564165712071615,-13.96607859119275,-1.166515863459587,1.6893821759261127,1.4935360648377043
0,0,80,5,0.21362073119509636,0.20594954042147368,0.2060719114776743,0.20610297789895435,0.20606887843236887,-10.69835922966327,-13.880685662580225,0.08312878975164928,1.5897739319517847,1.5183947924826648
0,0,80,15,0.21363055835981906,0.2059783416947954,0.20602752967256488,0.20605543484866615,0.20602258498810946,-5.862187257783427,-13.982600728725881,1.7239939811232357,1.7008809352188978,1.4699921387455586
0,0,80,30,0.21345429230525167,0.2062716955064307,0.20666527045784536,0.20647861278062637,0.20657365012140386,-3.4264346524196965,-14.087087469275708,1.7232184788440474,1.6833545953824443,1.4540160961855775
0,0,80,45,0.21219749810694508,0.20589869425698623,0.20599160902621233,0.20597725853598012,0.20600300830631066,-1.454457667768271,-14.200252437923782,1.584521698678344,1.6364370390662408,1.4493182221185958
0,0,80,60,0.213645927063731,0.20590158019911603,0.2060021740468561,0.20599107890122262,0.2059821286569004,1.731497945717133,-14.279602522607654,1.729608064045274,1.6813619363273224,1.4283957398900609
0,0,80,75,0.21367542088028968,0.20600032479302888,0.20606945291831402,0.20614818398832033,0.20610196661533559,7.307093022368613,-13.941380577991945,1.746566156749374,1.7049805269474752,1.457403473223588
0,0,80,85,0.21375725983151228,0.20616358511322827,0.20643959796867187,0.2063649879257552,0.20634737860923402,4.611644046494555,-15.409727571693608,1.809173433465714,1.7513928017134106,1.4840852414845345
0,0,80,90,0.2118449175287337,0.2040484479703832,0.20415020315303714,0.20424472905631966,0.2040190677338588,7.555501258458509,-14.080129921407302,1.7124543271960988,1.6479653290702536,1.3980546674018368
0,0,85,0,0.21046173045797342,0.2035900405499074,0.2031329973976808,0.2031208222808182,0.2037682026751552,-9.293520556227234,-14.018019783804059,-0.967594608734625,1.2004392551826908,1.228698703165566
0,0,85,5,0.21361782732942308,0.20592278572787173,0.20600269720101685,0.20601164819463816,0.20601916100736417,-1.8825906119223188,-13.934491590061151,1.6593264754176,1.676389490424042,1.4690282903749219
0,0,85,15,0.21172213647019503,0.20677070362284267,0.20500956889323518,0.20575959599291138,0.20703665912199878,-5.307549369767095,-14.05122352719198,-3.291012440436818,1.6420334049068717,1.451136206634155
0,0,85,30,0.213652524860734,0.20640212946293932,0.20632356753724534,0.20645768815991697,0.20628748067423083,-3.1202606371897113,-14.105297686380268,-0.1118927363223756,1.5427203086705588,1.4368489323559173
0,0,85,45,0.2136365603820368,0.20589846415437307,0.20597424387691793,0.20597185300140702,0.20596756878474093,3.942390393086547,-15.16863369495681,1.3312955750535107,1.6013355465072623,1.3764977769571796
0,0,85,60,0.2116693474860401,0.20561879608566677,0.20609821138706472,0.20600115034649094,0.2060567413797789,4.102814779518935,-14.840845935880939,1.718883605203079,1.680247488882629,1.4503579341509703
0,0,85,75,0.21366394740673578,0.2059723554717358,0.20603970511740655,0.20608094444764202,0.2060708044209446,1.5874794062419406,-14.872635242361188,1.7336930040719334,1.7035363881856425,1.460232382058033
0,0,85,85,0.21357802901706688,0.20589524295234238,0.20603386448408342,0.20602071047687107,0.2059997207877249,6.727442783002545,-14.710311978816579,1.7501584689131924,1.7029050208454912,1.4588198425820977
0,0,85,90,0.21381694145695057,0.2059973342836259,0.2060704313788351,0.20611019004336073,0.20599321292805162,7.617197840279017,-14.240480058934878,1.7358735166783696,1.6740815894064554,1.3176269357954575
0,0,90,0,0.2136195577727724,0.2059079780189845,0.2060139421737451,0.20604934583191784,0.2060250603542073,-2.8169823643423424,-13.940088827932248,1.7275172233029046,1.6972242254534875,1.4732398803240017
0,0,90,5,0.2124170258337202,0.2072879476676013,0.2050726368362995,0.2061091769573792,0.20663086709870987,-5.1919567699777485,-13.962131699929143,-1.2546568619143987,1.5905902192684243,1.4561735366778348
0,0,90,15,0.21039317151161283,0.20536424601691003,0.20379887522093953,0.2044234330018161,0.2055253076344758,-5.46835235699891,-14.04357910424062,-2.6378128046469045,1.5869121788605567,1.446415119081611
0,0,90,30,0.21363761482548227,0.20589838107778163,0.2059743893075803,0.20597377536567432,0.20597069141281757,-0.028939662676077532,-14.040760963145534,-7.6882953359878226,1.5444563642693556,1.4238323139406424
0,0,90,45,0.2136396007921403,0.20589908110100869,0.20597580647341265,0.20597157457399512,0.20597109997748334,4.012237887444798,-23.416478064012907,-2.204413818596134,1.5444546033389748,1.4347667464416693
0,0,90,60,0.21362457833385398,0.20589809609402437,0.20602237118842293,0.20603301238866573,0.20600956889109662,-1.8549337359456506,-14.61232606217722,1.742659654406821,1.695456129940016,1.4635073324431973
0,0,90,75,0.2116254434844846,0.20589815101662293,0.20600560256068212,0.20599694991491369,0.20598793077208247,4.548539250996394,-14.32745973451707,1.7283522706850494,1.6805141398402466,1.4405339892444906
0,0,90,85,0.21357330446416067,0.2059031250572905,0.20605498407228803,0.2060383336808788,0.2059932547276033,6.823975384541895,-15.099269286202112,1.7602758346475398,1.7097372776897013,1.4518393516007784
0,0,90,90,0.21089389216465643,0.203426271934581,0.20366980348267666,0.20332741366581278,0.20331976191841136,7.546932732399593,-14.078585525049359,1.7099867590061988,1.6539197187302725,1.4085212633603983
0,0,95,0,0.21036987124345027,0.2034308545531943,0.20307350894818077,0.20340378732073774,0.20359095063757876,-7.783992417561473,-13.993080883877113,0.3178275769318733,1.6566567752921533,1.4519254315995007
0,0,95,5,0.2105613863675503,0.2039867657549797,0.2030320738580986,0.2041059387052187,0.2042244852712097,-8.582928930618174,-13.961003167621781,-0.9902797064651405,1.571754027058586,1.4670910937078576
0,0,95,15,0.20966645878869414,0.2041582946133965,0.20336545182676957,0.20397915168951977,0.20417236701167737,-5.998281012121013,-14.076812660006246,-3.1677798199330414,1.636227057859149,1.4411599201446976
0,0,95,30,0.21363590585012104,0.20589762513096427,0.20597566314939228,0.2059814182820928,0.2059672937147141,-7.830074345095893,-14.243789772838142,-2.1944140856347523,1.5042597605629147,1.391928266083682
0,0,95,45,0.21365144418368956,0.20605508098214162,0.20603158088488488,0.2061516505941478,0.20605971605665588,-2.9562704851688872,-14.291431491649217,1.7128643926863596,1.6858958420791983,1.450390085621231
0,0,95,60,0.2136377774470364,0.20589835285083624,0.20599729171028983,0.2059880405467891,0.20597223526268496,-6.510244460764161,-30.09876577328189,1.7136165358356525,1.6702962055975767,1.181574945898757
0,0,95,75,0.21076311296158656,0.20591188882829628,0.20604211454995078,0.2060230992289559,0.2060179122162231,1.3906493803719107,-15.028975226894538,1.7054657210128574,1.700558744870961,1.4687436718927596
0,0,95,85,0.21362003419211512,0.20590172676853125,0.20604310059019443,0.2060099618340152,0.20600268065372798,6.140638672461533,-14.990426754461568,1.7488555708164257,1.6995763356522575,1.4616111203957836
0,0,95,90,0.2144410666780282,0.20611976492555248,0.20666663311103994,0.206721349859102,0.2066785610238242,7.698715531834404,-14.90476721612284,1.745069984889747,1.6990786425721347,1.4559274111068037
0,0,100,0,0.20984637158072092,0.20310305685438654,0.2027093428878005,0.2033607947515916,0.20327302661079602,-8.371982548342078,-13.99258656527901,0.7897468631157513,1.6706159683099298,1.4495811486367556
0,0,100,5,0.2092946557608237,0.20167515689603677,0.20153083785959464,0.2020411312461994,0.20179045202669005,-7.969638118257361,-14.00142221266648,-0.898921596637876,1.5312544065567852,1.4261048470796345
0,0,100,15,0.2135896918328533,0.20589956060663228,0.20599527310065177,0.205998107542267,0.20598043017351247,-16.359081909398313,-23.644159931140543,-1.7702082363532814,0.6211679331876749,1.14325398791336
0,0,100,30,0.212425958120783,0.20509011178018732,0.20492622799535742,0.20535563713966748,0.20580465216367394,-6.630415102197081,-14.204140842333855,-3.08100995123596,1.4358675483955043,1.4108874869692984
0,0,100,45,0.2136371143240677,0.20589834087637593,0.2059740298568181,0.2059862137767176,0.2059708410102895,4.9639262001371955,-28.614424868652964,1.6661191645459115,1.6724552925295662,1.4140029449266982
0,0,100,60,0.21353290697993063,0.20606405344860312,0.20614889366424197,0.2062826029447286,0.2061079950130945,3.5887213157967524,-14.112463605354083,1.6675551774295638,1.5485953437229085,1.0937565994035408
0,0,100,75,0.213613832390475,0.20589896921296996,0.2060199016240803,0.20602978859894033,0.20599582649243076,2.3856652664267926,-15.039786859078571,1.7472554816226882,1.6996742529818976,1.4617596686066958
0,0,100,85,0.2136087123304322,0.2058989768952483,0.20603832426362667,0.20601129214796626,0.20598421250805618,7.215819739661455,-14.711482845798457,1.7343815500523814,1.6864455310036675,1.4502315849943082
0,0,100,90,0.20749702455622565,0.19962327786883363,0.19972634094951364,0.19958349598990285,0.19958968274902514,5.397000954992947,-14.8372732466233,1.6292019993203979,1.4906881924434436,-2.586459594143644
